"Id;""Designator"";""Package"";""Quantity"";""Designation"";""Supplier and ref"";",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1;""D39",D9,D53,D37,D10,D16,D36,D54,D15,D1,D35,D44,D49,D60,D0,D38,D42,D52,D7,D23,D5,D58,D57,D62,D33,D69,D34,D43,D8,D45,D48,D50,D21,D2,D19,D31,D66,D28,D22,D59,D27,D3,D40,D17,D65,D20,D64,D32,D41,D56,D4,D68,D47,D12,D67,D61,D24,D46,D18,D63,D13,D6,D26,D11,D25,D29,D51,D30,D14,"D55"";""D_0805_2012Metric_Pad1.15x1.40mm_HandSolder"";70;""LED"";;;"
"2;""RN16",RN6,RN14,RN11,RN4,RN13,RN17,RN15,RN8,RN5,RN9,RN12,RN7,RN10,"RN2"";""R_Array_Convex_4x1206"";15;""R_Pack04"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3;""J1"";""arduino_mega_header modified"";1;""Arduino_Mega_Header"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4;""RN3","RN1"";""R_Array_Convex_5x1206"";2;""R_Pack05"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
